email_id,subject,body,source,cognitive_trigger,is_phishing
361.0,Re: Action Required,"- This mail is in HTML. Some elements may be ommited in plain text. - Dear User, Your Password Expires in 24 hours Please follow this url to secure your account : CLICK HERE TO SECURE Alternative Option : Outlook Web Users Office 365 users Password Policy : * Minimum 8 Characters * Complex Password : Capital letters, small letters, numeric, special characters (3 out of 4) * Doesn't contain your na",Nazario,Urgency,1
362.0,FROM MUSTAFA,"FROM THE DESK OF:DR.MUHAMMED MUSTAFA DIRECTOR, PROJECT IMPLEMENTATION FEDERAL MINISTRY OF HEALTH AND SOCIAL SERVICES, DAKAR SENEGAL, TEL:008821621229062 EMAIL:MUHMUS@indiatimes.com STRICTLY CONFIDENTIAL DEAR Sir/Madam, TRANSFER OF US$25.5 MILLION INTO A PERSONAL/COMPANY'S OFFSHORE ACCOUNT Based on the information gathered from the Ministry of Trade and Industry,we intend to solicit your assistance",Nigerian_Fraud,Authority,1
363.0,Re: [opensuse] Defragging: possible? necessary?,"Joe Sloan a écrit : > Well that figures. After reading silence on the wire, I was all ready to > build a wooden computer. way OT, but I know one :-) time ago, at school... the pupils where the signal processors :-)) jdd -- http://www.dodin.net",CEAS_08,,1
364.0,Your email Account ( jose@monkey.org) will be shut down.,"Dear (jose@monkey.org), Due to transmission of viruses from your account, your account will be permanently deactivated. In respect to the above reason, you are urgently required to sanitize your email account with Global e-mail Server 3.0 Version Scanner; otherwise, your access to email services will be deactivated without warning! Click here now to scan and sanitize your email account Please move",Nazario,Urgency,1
365.0,[Py2exe-users] py2exe bug with icon resources,I just fixed in bug on py2exe CVS so that py2exe does now correctly embed icons containing multiple images as resources into the exe/dll. Since nobody has complained about this bug until now I assume it is not necessary to do a new release - correct? Thomas ------------------------------------------------------------------------- This SF.net email is sponsored by: Microsoft Defy all challenges. Mi,CEAS_08,,1
366.0,Someone Made you a card,"Your flatmate has sent you an Ecard from YourLettercard.com. If you want to see your Ecard, follow this link. http://YourLettercard.com/?e1260ab312648d9e (c) 2006-2008 YourLettercard.com.",CEAS_08,,1
367.0,Re: Benjamin Wallace Higgins,"Congratulations!! A few observations: All children are different and will generally route around whatever technique you learned from relatives, books, talk shows, or the last child. Just when you get good at being a parent, you're done. Don't overprotect. I always called this ""First Baby Syndrome"". A neighbor at one point had a 4 or 5 year old that would choke on jello, probably because she never ",SpamAssasin,,1
368.0,svn commit: r587839 - /spamassassin/branches/bug-5293-pluginized-bayes/masses/bayes-testing/bayes-10pcv-driver,"Author: jm Date: Wed Oct 24 02:54:59 2007 New Revision: 587839 URL: http://svn.apache.org/viewvc?rev=587839&view=rev Log: bayes 10fold cross validation driver: ensure we take a (gzipped) copy of Bayes DBs and the test mboxes, so that FPs and FNs can be reproduced later after the test finishes Modified: spamassassin/branches/bug-5293-pluginized-bayes/masses/bayes-testing/bayes-10pcv-driver Modified",CEAS_08,,1
369.0,Email Survey,"eMail Security Team: Verify Your Mail Box Reason: Mail Box De-Activation. Dear jose@monkey.org Your Mail Box will expire soon. You would be blocked from sending and receiving emails if not confirmed with 24hrs of receiving this automated mail. Update through the link below to avoid deactivation. Click Here to update your Mailbox. If this message gets to your spam folder, kindly move to inbox for m",Nazario,Urgency,1
370.0,"Free LTC ""Sales Closers""","This is a multi-part message in MIME format. ------=_NextPart_000_109E99_01C2371D.2AAD3990 Content-Type: text/plain; charset=""Windows-1252"" Content-Transfer-Encoding: quoted-printable FREE LTC ""Sales Closers""=09 Just tell us which sales closer you would like us to send you!=09 Our state-of-the art Point-Of-Sale CD ROM Which virtually sells Long Term Care to your clients! This turnkey presentation ",SpamAssasin,,1
371.0,rank actinide pneumonia rusty interpol,"poe negotiate popular? groggy, maiden rank. glean minim southey maiden succinct accident, clogging clogging impend lolly remitted vogel. disparage turquoise spout succinct splayed lift? negotiate, conversation gunky. negotiate popular eng bargain recur lolly, choosy glean interpol poe rank rank. poe sixgun crypt anastasia negotiate popular? pneumonia, actinide nozzle. calais turquoise.",CEAS_08,,1
372.0,Urgent Proposal !,"Good Day, I hope that this proposal will not be an inconvenience or embarrassment to you. I must not hesitate to confide in you this simple and sincere request business for our mutual benefit. I am James Nimely ,the son of the late Mr. Steve Nimely from Republic of Liberia.My father was a prosperous Gold and Diamond merchant in Monrovia,capital of the Republic of Liberia,my father is a very good f",Nigerian_Fraud,,1
373.0,Qualitative replica watches for most exacting people,"Have you always dreamed of owning your own high dollar famous brand name watch? If you want a decent watch, get a replica approach. ... Offer variety replica watches http://biteschockdim.com/",CEAS_08,,1
374.0,From Mai Mcghee,B vcg u fr y From On fb line P us har fmt ma evt cy Get FDA Me bd ds & Save up to 85% 100% Legal P aa har fa macy - Or qze der Today! http://responsibilityport.com,CEAS_08,,1
375.0,Re: [R] Matching a period in grep...,"on 08/05/2008 08:55 PM Alec.Zwart@csiro.au wrote: > Hi folks, > > Can anyone enlighten me as to why I get the following when I search for > "".csv"" at the end of a string? > >> grep(""\\.csv$"",""Blah.csv"",value=TRUE) > > [1] ""Blah.csv"" > Warning messages: > 1: '\\.' is an unrecognized escape in a character string > 2: unrecognized escape removed from ""[\\.]csv$"" > > > R reference for regular expressi",CEAS_08,,1
376.0,Happy New Year!!!,"FROM THE DESK OF MR.JONES ADEX CITY EXPRESS BANK PLC ATTENTION:FRIEND, STRICTLLY A PRIVATE BUSINESS PROPOSAL I AM MR. JONES ADEX, THE MANAGER, BILLS AND EXCHANGE AT THE FOREIGN REMITTANCE DEPARTMENT OF THE CITY EXPRESS BANK PLC. I AM WRITING THIS LETTER TO ASK FOR YOUR SUPPORT AND COOPERATION TO CARRY OUT THIS BUSINESS OPPORTUNITY IN MY DEPARTMENT. WE DISCOVERED AN ABANDONED SUM OF $20.5,000.000.0",Nigerian_Fraud,Authority,1
377.0,=?UTF-8?B?UGF5UGFsIGNhc2XCoGlkIG5lZWQgeW91ciBhY3Rpb24g?=,please download invoice and make sure you agree with the charges for more protection the key is : 123456789 to open the pdf file Issues with this transaction? You have 180 days from the date of the transaction to open a dispute in the Resolution Center. Questions? Go to the Help Center at www.paypal.com/help. Please do not reply to this email. This mailbox is not monitored and you will not receive,Nazario,Authority,1
378.0,[R] Problems using hetcor (polycor),"Sorry if this post should be long but I tried to give you a piece of my data to reproduce my error message using hetcor: Fehler in result$rho : $ operator is invalid for atomic vectors Zusätzlich: Warning messages: 1: In polychor(x, y, ML = ML, std.err = std.err) : 1 row with zero marginal removed 2: In polychor(x, y, ML = ML, std.err = std.err) : the table has fewer than 2 rows Error in result$rh",CEAS_08,,1
379.0,F2M - Ihre kostenlose Faxnummer - Newsletter,"Bitte beachten Sie die Angebote unserer Werbepart= ner. =20 Diese erm=F6glichen den kostenfreien Betrieb des Fax2Mail-Service. =20 Vielen Dank. =20 = =20 =20 | ![](3D""https://pull.xmr3.c=) --- =20 =20 **Der neue Cyberport-Katalog ist da! =20 =20 Reinschauen ist jetzt auch offline m=F6glich, mit de= m druckfrischen Cyberport-Katalog. St=F6bern Sie in unserem Angebot, wann und wo Sie wollen. Entdeck",SpamAssasin,,1
380.0,Poor Credit? Get a Mortgage NOW XK,"On the topic of It is time to refinance! Your credit does not matter, we can approve anyone. Now is the time to let some of the top mortgage companies in the country compete for your business. If you have good credit we will give you the most amazing rates available anywhere! If you have poor credit, don't worry! We can still refinance you with the most competitive rates in the industry! Let Us pu",SpamAssasin,,1
381.0,Bring back time when girls were yours.,Canadian Pharmacy Order medications for any health problems with Canadian Pharmacy online drugstore. Special offers and prices which are better than in any other pharmacy for you to save and get quality products.,CEAS_08,,1
382.0,She will belong to you if you take blue pilules.,Dear 76f40b50e1cae5cb5d8b6a4b0dff2480 Summer is a exact time to take a break off at work and think about your health & personal life. And we are glad to assist you with it. From now on till 1st of September you can use our specific offer. Check our site for more details. traditionstreet.com 6 Aug 2008 06:11:13,CEAS_08,Scarcity,1
383.0,"Approved Online, Internet, Buy Viagra SJHFL",Free Introductory Offer! Mother Nature's own all natural Viagra --- ** * Men's and Women's Formula * Increased Sensation * Increased Frequency * Increased Pleasure * Increased Desire * Increased Stamina * Increased Libido Claim your Introductory Offer ! To stop receiving future offers Click Here,SpamAssasin,Scarcity,1
384.0,Find the best prices for meds in Canadian Pharmacy online drugstore.,Rel cz iab re le Dru vzj gs dw tore For High Qua nbu lity Me uew di kfg cineC nxl LI yx CK HE mj RE!!!,CEAS_08,,1
385.0,"Re: Clearly bogus false positives -- on ""abuse"" contact point, no less","Philip Prindeville wrote: > Matt Kettler wrote: >> Philip Prindeville wrote: >>> Matt Kettler wrote: >>>> Philip Prindeville wrote: >>>>>> >>>>> >>>>> Depends on whether you equate bare domains with URL's, I suppose. >>>> If MUA's equate them with URLs, spammers will use this, and >>>> SpamAssassin will use it. >>> >>> There is only so much braindeath in UA's that you can bend the rules >>> for. C",CEAS_08,,1
386.0,Re: The Curse of India's Socialism,"Owen Byrne: >The factbook calls it ""welfare capitalism"" - don't really care if its >socialism or capitalism, it still seems like an alternative to North >American 'capitalism.' It's not so much an alternative as it is a small variant of the US's own welfare capitalism. In these matters, we're like brothers who think our differences great, not seeing that we are like peas in a pod until we compare ",SpamAssasin,,1
387.0,Introduction/Business Proposal,"My Dear Friend , GREETING!!!.With a humbled heart I commit myself this day to write and ask for your benevolence and kind consideration of my families plight for assistance. I am making this contact on behalf of my family not minding the consequences but hoping that you would understand our predicament and come to our aid and assist us. I would also kindly apologize for any inconvenience or embarr",Nigerian_Fraud,,1
388.0,Re: [opensuse] [OT] unstable system - still trying to identify the culprit.,"Basil Chupin wrote: > Per Jessen wrote: >> You will undoubtedly remember the discussion about the stability >> problems on my new workstation from a couple of weeks ago. I'll >> quickly sum up - > > [pruned] > > >> And the machine still crashes under load - even just a little bit. I >> run two copies of mprime, plus firefox and such, and after 15-20 >> minutes, I get the automatic reboot. > > [pru",CEAS_08,,1
389.0,[SA] URGENT HELP..............,"--===_SecAtt_000_1fnapngoonxcrm Content-Type: text/plain; charset=""us-ascii"" Content-Transfer-Encoding: quoted-printable DEAR SIR=2C URGENT AND CONFIDENTIAL=3A Re=3ATransfer of $50=2C000=2E000=2E00 USD=5BFIFTY MILLION UNITED STATES DOLLARS=5D=2E WE WANT TO TRANSFER TO OVERSEAS=5B$50=2C000=2E000=2E00=5BFIFTY MILLION UNITED STATES DOLLARS=5DFROM A SECURITY COMPANY IN SPAIN=2CI WANT TO ASK YOU TO QUI",SpamAssasin,,1
390.0,[ILUG] serial console question,"I've found a decrepit raq3 that I'm going to resurrect, as soon as I work out what's up with the console. I'm using 115200 8n1 with minicom, and I'm getting wierd stuff like: S+#_+q INET __+_: S+#_+q p__ M++q _++ +_<_++_. S+#_+q #+__+ S+#_+q #+ + __+_: I+#+ _+#+_ _ +# _+ -- N+ _+#_+q SSL /+__/_/++ S++q + P_+_SQL: FATAL: S+_#+S_+_P_+: () #+: A___ #+_#< +_ I_ #+_ _++#_+_ #+_#< _+q +#+ _+? I",SpamAssasin,,1
391.0,Rich in quality copies of watches,These rep1!c@ted watches look absolutely identical to their Swiss originals! http://dearplay.com/,CEAS_08,,1
392.0,[Python-Dev] First green Windows x64 buildbots!,"We've just experienced our first 2.6 green x64 Windows builds on the build slaves! Well, almost green. Thomas's 'amd64 XP trunk' ran out of disk: 304 tests OK. 1 test failed: test_largefile ====================================================================== ERROR: test_seek (test.test_largefile.TestCase) ---------------------------------------------------------------------- Traceback (most rece",CEAS_08,,1
393.0,CONFIDENTIAL,"Dear Sir, I am Mr. JJ WALTER the Auditor General of United Bank Of Africa(UBA). There Is an Account opened in this bank in 1980 and since 1990 no body has Operated on this account again. After going through some old files in the records I discovered that if I do not remit this money out urgently it would be fortified for nothing. The owner of this account is Dr.Phillip Morris , a Foreigner and a m",Nigerian_Fraud,Authority,1
394.0,Top models choose this for slimming.,Dear 351f78750ddb50fa950c256a276add75 Summer is a right time to take a vacation at work and think about your health & personal life. And we are glad to aid you with it. From now on till 30th of October you can use our particular offer. Check our site for more details. herrespect.com 7 Aug 2008 10:07:45,CEAS_08,Scarcity,1
395.0,From Kenneth Malfred,"ATTN: Dear , Good day to you. I got your contact while searching for investment assistance in chamber of commerce in your country. I am Mr. Kenneth Malfred a 24 years old boy. The first son of (late) Dr. Godwin Malfred ,whom was managing director J & D Oil company in (MONROVIA) Liberia West Africa. But he was killed along side with my younger brother during the longing civil war by rebels and all ",Nigerian_Fraud,,1
396.0,[UAI] CfP: FUZZ-IEEE 2008. Special session on AGOPs in Practice. Third Announcement.,"[Apologies for cross-posting] --------------------------------------------------------------------------- Special Session on AGOPs in Practice FUZZ-IEEE IEEE WCCI, World Congress on Computational Intelligence http://www.wcci2008.org/index.htm Hong Kong June 1-6, 2008 Third Announcement Call for Papers -------------------------------------------------------------------------- Dear colleagues, the d",CEAS_08,,1
397.0,RE: HELP CENTER!,"________________________________ From: Neil Conner Sent: Tuesday, January 03, 2017 9:28 AM To: Neil Conner Subject: HELP CENTER! Dear E- mail User, Please note we have temporary blocked your account from receiving e-mails, because we detected fraudulent and spam activities from your Outlook mail account to some blacklisted email address, So for your own safety verify your account. If a verificatio",Nazario,Authority,1
398.0,We need your help,"PayPal Dear Customer, We need your help resolving an issue with your account. Thus, we have temporarily limited what you can do with your account until the issue is resolved. We understand it may be frustrating not to have full access to your account. We want to work with you to get your account back to normal as quickly as possible. How can you help ? It's usually quite straight forward to take c",Nazario,Authority,1
399.0,[SAtalk] RBL timed oiut and Spam Assassin killed,"I'm getting these messages and I'm not sure what they mean. Can anyone clear this up for me? Thanks. Sep 15 11:45:09 linux mailscanner[6128]: RBL Check ORDB-RBL timed out and was killed, consecutive failure 3 of 7 Sep 15 11:45:24 linux mailscanner[6128]: SpamAssassin timed out and was killed -- This message has been scanned for viruses and dangerous content by MailScanner at comp-wiz.com, and is b",SpamAssasin,,1
400.0,Re: earthviewer (was Re: whoa},"On 9/8/02 8:09 PM, ""Gary Lawrence Murphy"" wrote: > My car is only just over 1.5 meters across and maybe 3 meters long, so > that means roughly six pixels total surface area. You might find a > 16-wheeler this way, but how often do people misplace a 16-wheeler > such that it is _that_ important to get old images of the terrain? > Since they can't send up aircraft to update images in realtime every ",SpamAssasin,,1
401.0,Super benedicto solution,"try, medication Worldwide Shipping check out here",CEAS_08,,1
402.0,Apple ID & iTunes,"Order # MXDTT6680Y in Iphone 5S - Thanks For Purchase. Date: 9 Aug 2017 10:42:45 Transaction: MXDTT6680Y Order number: #115168412066 If you have not recently purchased a product or application on a Iphone 5S""With your AppIe ID and think of your access account, Please read(pdf) our link and follow to insure instuction your account. Sincerely, AppIe department account Copyright © 1998-2017. 2211 N 1",Nazario,Authority,1
403.0,BUSINESS ASSISTANT,"DEAR SIR, With due respect and humility I send you this mail. Please I am indeed sorry bothering you. Permit me a brief intoduction . I believe that on the basis of such introduction you would understand the purpose of this mail. I am a professional financial advisor on offshore and real estate investment, portfolio management with a private finance and security company in Thailand. My company wor",Nigerian_Fraud,,1
404.0,ASIST ME!!!!!!!,"Dear Sir, Before I introduce myself, I wish to inform you that this letter is not a hoax mail and I urge you to treat it serious. We want to transfer to overseas account ($35,000.000.00 USD) (Thirty Five Million United States Dollars) from a Standard Trust Bank Ltd here in Nigeria, I want to ask you, If you are not capable to quietly look for a reliable and honest person who will be capable and fi",Nigerian_Fraud,Authority,1
405.0,FOR YOUR ATTENTION ONLY,"Yours faithfully, Dr Abdul Siop. Director/General. Dr ABDUL SIOP. DIRECTOR/GENERAL MINISTRY OF FINANCE SENEGAL. a FOR YOUR ATTENTION ONLY . First,i must solicit your confidence in these transaction.I am a high placed official working with the ministry of finance,here in Dakar, Senegal west Africa. my department(the treasury department). Runs into several thousand millions of Dollars monthly. Dear ",Nigerian_Fraud,Authority,1
406.0,assalam alekun,"Dear Brother/Sister Good day to you and I hope that this e-mail will find you well and in good health. I write you this e-mail to seek for a possible investment co-operation and assistance in your country. It will be my gladness to go into a possible investment co-operation in your company. If you are interested, do respond to me as soon as possible so that we can discuss in greater details. Do ha",Nigerian_Fraud,,1
407.0,IWT Bans RIAA From Accessing Its Network,"http://www.informationwave.net/news/20020819riaa.php IWT Bans RIAA From Accessing Its Network August 19, 2002 Information Wave Technologies has announced it will actively deny the Recording Industry Association of America (RIAA) from accessing the contents of its network. Earlier this year, the RIAA announced its new plan to access computers without owner's consent for the sake of protecting its a",SpamAssasin,,1
408.0,Message From Administrator,"Your Webmail Account need verification Immediately. Please Verify now to Keep email Account active. ________________________________ This email and any files transmitted with it are the property of the Brownsville Independent School District, are confidential, and are intended solely for the use of the individual or entity to whom this email is addressed. If you are not one of the named recipient(",Nazario,Urgency,1
409.0,Save on quality software!,"Don't waste time waiting for delivery of your software on a CD. Download and install it immediately. Choose the program you need from more than 270 programs in many languages. Free of charge professional installation consultations could be of great help. Prompt reply on all your requests. Money back guarantee ensures the quality of product. http://bramentos.com Buy, download and install right now!",CEAS_08,,1
410.0,URGENT BUSINESS PARTNERSHIP REQUEST,"CONFIDENTIAL PARTHNERSHIP =============================== My name is Mr.Oluwatobi E.Boye, the manager, credit and foreign bills of Ecobank Plc. I am writing in respect of a foreign customer of my bank who perished in a plane crash [Korean Air Flight 801] with the whole passengers aboard on August 6, 1997. Since the demise of this our customer, I personally has watched with keen interest to see the",Nigerian_Fraud,Authority,1
411.0,PLEASE HELP,Please reply to savimbicar1@fizgigs.com Dear friend My proposal to you will be very surprising as we have not had any personal contact. However I sincerely seek your confidence in this transaction which I propose to you as a person of transparency and caliber Let me first start by introducing myself properly to you My name is Carlos Savimbi cousin and Personal Assistant of Jonas Malheiro Savimbi t,Nigerian_Fraud,,1
412.0,"""I read that yesterday...""","URL: http://jeremy.zawodny.com/blog/archives/000194.html Date: 2002-09-25T22:56:08-08:00 Matt describes something I've been experiencing a lot recently: You know you read too many primary sources when you read an article on slashdot and think, ""I read that yesterday."" Yeah, ever since I got into weblogs. I don't rely...",SpamAssasin,,1
413.0,Re: [ILUG] Re: removing lilo,"""fdisk /mbr"" will not destroy the OS, it will simply restore the windows mbr as it was. Running fdisk and deleting a partition would however destroy the OS (bu even then only if you format the disc afterwards). Sure wasn't it SoloCDM sometime around Wed, 31 Jul 2002 10:48:16 -0600 said: > I need to ask a question concerning this issue. > > What if I don't want to get rid of the MBR -- it will dest",SpamAssasin,,1
414.0,- Queued Message Notification - id:2vFioVYa,"Queued Messages Notification Valued jose, Your messages are queued up and pending delivery as of Tuesday, October 18, 2022. Tap below and sign-in to verify your mailbox so that the functions of the mail can be restored. Verify Thank You monkey.org Webmail Support Queued Messages NotificationValued jose,Your messages are queued up and pending delivery as of Tuesday, October 18, 2022. Tap below and ",Nazario,Urgency,1
415.0,Re: The Big Jump,"So uh, would this qualify for the Darwin awards if he doesn't make it? Freaking french people... :-) -BB RH> Today a French officer called Michel Fournier is supposed to get in a RH> 350-metre tall helium balloon, ride it up to the edge of space (40 km RH> altitude) and jump out. His fall should last 6.5 minutes and reach RH> speeds of Mach 1.5. He hopes to open his parachute manually at the RH> e",SpamAssasin,,1
416.0,AWAIT RESPONSE,"Mr.Eric Wong. 99 Queens Road, Central London UK, Hello, I write you in good faith, hoping that you will treat this letter as a desperate search for assistance in a matter that shall benefit both of us. A random search based on your locality from the Internet produced your address, Please i apologise for this medium of contact as it appears the only definate way i can have assistance with this matt",Nigerian_Fraud,,1
417.0,From: Dr. Frank Jomas. {Listin And Reply To Me Immediately}......,"Zulberg Closeoff Ernest Oppenheimer Road Bruma Lake, Johannesburg, 2196 South Africa. DEAR SIR/MADAM, ( RE: TRANSFER OF ($125,000.000.00 USD) ONE HUNDRED & TWENTY FIVE MILLION DOLLARS I want to transfer ($125,000.000.00 USD) One Hundred & Twenty five million United States Dollars from a Prime Bank here in South Africa to an oversea account. First, I must solicit your strictest confidence in this r",Nigerian_Fraud,,1
418.0,[Spambayes] understanding high false negative rate,">>>>> ""TP"" == Tim Peters writes: >> First test results using tokenizer.Tokenizer.tokenize_headers() >> unmodified. ... Second test results using >> mboxtest.MyTokenizer.tokenize_headers(). This uses all headers >> except Received, Data, and X-From_. ... TP> Try the latter again, but call the base tokenize_headers() too. Sorry. I haven't found the time to try any more test runs. Perhaps later today",SpamAssasin,,1
419.0,COMPLIMENTS OF THE SEASON,"MR.ROBERT WILSON. From: Mr. Robert Wilson. 15 Shevron Dredging Road, P O Box 256 Calabar. Cross River State, Nigeria. I am a financial consultant based in Calabar, Nigeria. I have a client who is presently in exile here in Nigeria. Pressures are mounting on my client to face alleged war crimes. Many of this trumpeted charges are baseless and cannot hold since agreement were reached before he peace",Nigerian_Fraud,,1
420.0,EMAIL ALERT: Request To De-Activate Your Email,"Server Message Dear (jose@monkey.org) Our record indicates that you recently made a request to de-activate your email (jose@monkey.org). This request will be processed shortly. If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now Cancel Request However, if you do not cancel this request, your account will be shutdown shortly and all your ",Nazario,Urgency,1
421.0,*3 FREE Bottles Of VPXL !!,"Just 2 pills a day, for incredible and quick gains in length and thickness. All gains are permanent, and all results are guaranteed - or your money back! Many surveys have shown that ladies prefer their man to have a huge manhood. http://zoomleap.com/",CEAS_08,,1
422.0,Urgent Assistance from you,"From;AKINSOLA AKINFEMIWA Prudent Bank plc Plot 708/709, Adeola Hopewell Street, Wuse Zone. Abuja, Nigeria BUSINESS PROPOSAL,YOUR ASSISTANT IS NEEDED FROM THE DESK OF Mr. Akinsola Akinfemiwa MD / Prudent Bank plc Dear Sir, Compliment of the day and how is life general with you? Of course it is my humble wish to solicit and crave your indulgence to make this project request for a joint business tran",Nigerian_Fraud,Authority,1
423.0,=?utf-8?Q?Your=20ID=20is=20automatically=20locked?=,"Review Your Case Reference: A1900XD180 || ID: 1900X10D || SolutionID: 12A9FJAK94JF9AK Your recent summary has a existing case (Case ID: 189FHF82G938) opened and until you solve it, your account will be terminated. We need additional information from you to solve this situation. Please go to the reference below to resolve this case. There, you will verify any information regarding this case that wi",Nazario,Urgency,1
424.0,Very Urgent Business......,"Box 1287 Port Shepstone Chaka -South Africa. {URGENT AND CONFIDENTIAL} RE: TRANSFER OF ($ 126,000.000.00 USD} {ONE HUNDRED AND TWENTY SIX MILLION DOLLARS) ******************************************** Dear Sir/Madam, We want to transfer to overseas ($ 126,000.000.00 USD) One hundred and Twenty six million United States Dollars) from a Bank in Africa, You can serve to receive this money, as long as ",Nigerian_Fraud,,1
425.0,Your Account ID is on hold.,"Dear Member, Due to an anomaly on your Apple ID, our control department has temporarily blocked your account as a security measure. All of your contact, payment and security details that you will use in our services will be partially limited until you submit a confirmation of your details. Start verification process now > This e-mail was sent from a notification-only address to this specific e-mai",Nazario,Authority,1
426.0,Mailbox Alert!!!,Your two (2) outgoing mails have been placed on hold due to the recent upgrade in our database. You are required to immediately validate and re-set your Email account space on our database: Kindly click Only Here to update your Outlook Email Account. We apologize for any inconvenience and do appreciate your corporation an understanding. OWA Helpdesk ISQ2015 Outlook Web App Team.,Nazario,Urgency,1
427.0,"6 Simple Ways to Say ""I Love You"" Today","Martha Stewart Living Newsletter If you cannot see this email, please click here. Our newsletters have a fresh new look. Reregister at marthastewart.com Issue 187: February 14, 2008 · Print This Email · Send to a Friend · Update Your Profile The Sweetest Ways to Say ""I Love You"" These romantic touches let that special someone know you're thinking of them. Write a Message in Chocolate Make a Batch ",CEAS_08,,1
428.0,You can do anything with him,Learn more about how to obtain care online http://tymeds.com/,CEAS_08,,1
429.0,RESPECTS,"AUSTINE FREEMAN KAMOKAI. kamokai2006@latinmail.com May I use this medium to introduce myself to you? I am a Sierra Leone National and my name is Austine freeman. The son of Sabatha Kamokai my father has a Diamond and Mining Corporation in Sierra Leone before the war finally broke out. Things have never been the same and presently, I am seeking refugee in Ghana. I pray that my decision to contact y",Nigerian_Fraud,,1
430.0,fix mailbox now! jose@monkey.org,Untitled Document 你好用户：jose 确认 jose@monkey.org 的所有权以继续使用此邮箱。 确 认 monkey.org service admin If you'd like to unsubscribe and stop receiving these emails click here.,Nazario,Authority,1
431.0,santender@infoemail.com,"UwdabmaselMwdabmaselA QwdabmaselUESwdabmaselTÃO DE SEwdabmaselGUwdabmaselRwdabmaselANwdabmaselÇA Inwdabmaselformawdabmaselmos quwdabmasele no dia 20 de fevwdabmaselereiwdabmaselro de 2018, nowdabmaselsso siwdabmaselstewdabmaselma de idewdabmaselntifwdabmaseliwdabmaselcação muwdabmaseldou, e pawdabmaselra gawdabmaselrantwdabmaselir o awdabmaselcewdabmaselsso a swdabmaselua cowdabmaselntwdabmasela a",Nazario,Authority,1
432.0,Service Update for 22th Feb #GEESQ-22-10349797,[G-SQUAD] Your services has been renewed This emails confirms the renewal of your services with G-Squad. We are glad to inform you that your plan with us has been renewed for $395.49. Please review the summary of your renewal: Renewal ID GEESQ-22-10349797 Renewal date 22-Feb-2022 09:15:55 EST Registered Email – confirmed jose@monkey.org Description Users Qty Amount Geek Secure Premium 04 01 395.49,Nazario,Authority,1
433.0,You have [11] Incoming messages - ( jose@monkey.org ),Your jose@monkey.org E-mail Sync Failure. E-mail Sync for your E-mailbox as failed and you have [11] pending messages on the mail queue. Follow the steps below to download pending emails and continue to receive emails on your jose@monkey.org E-mailbox Account. Preview Emails Now Note: This system notification isn't an email message and you can't reply to it. Email Admin Security© Your jose@monkey.,Nazario,Urgency,1
434.0,Your USAA Saving/Checking Account Security,"To ensure delivery to your inbox, please add USAA.Web.Services@customermail.usaa.com to your address book. USAA will never ask for sensitive personal information, such as a Social Security number, PIN, password or an account number in an e-mail. Account Security Preferences Update View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE SECURITY TEAM USAA # Dear USAA Member, Thank you for b",Nazario,Authority,1
435.0,Your Debit Card Transaction Refunds.,"Dear Valued Customer We discovered a duplicate charges on your recent transactions and a refund process has been initiated. To begin, Please follow the link below our Electronic proof of notificationand follow as instructed. Click Here to get a refund. Chase Security | Terms of Use 2019 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ This service email gives you updates and information about your ",Nazario,Authority,1
436.0,RE: where Can I get postfix 2.5.1 src rpm for RHEL5 / Centos5,"> I am trying to get a src rpm , so that I can build a RPM for all my > CentOS boxes. But the latest src rpms available are all not higher than > 2.4.6 > > Please send me links for 2.5 src rpms Sorry - there are no SRPMs for 2.5 yet. I know Simon has been very busy. He'll get to it when he can. --Brian",CEAS_08,,1
437.0,Re: Hook for Close Slideshow Button,"ZigaThanks for the info. Exactly what I wanted.DavidOn 3/13/07, Ziga Mahkovec wrote: On Mon, 2007-03-12 at 21:48 -0500, David Whip wrote:> Is there a hook to allow the close button to also reset location? I'm > trying to use a link to get to a slideshow and return to the original> page when the user presses the close button.David,There is an undocumented method that you can use: setCloseCallback()",CEAS_08,,1
438.0,#CASE: X789703648,"*Pay Pal * We need to verify your identity. *Dear customer,* We've noticed that your account is out of compliance with our regulatory requirements. You might be facing account limitation and losing its important services such as buying with linked card's, withdrawing, sending, or receiving money. (including balance) To resolve this, please take a moment to review your account's informations and co",Nazario,Authority,1
439.0,Get 250 full-color business cards FREE,![](http://images.sandbox.com/images/email/vistaprint_KIT_FREE_text.gif) | ![](http://images.sandbox.com/images/email/vistaprint_KIT_two_ladies.jpg) ---|--- ![](http://images.sandbox.com/images/email/vistaprint_KIT_stay_close.gif) ![](http://images.sandbox.com/images/email/vistaprint_KIT_bullets.gif) | ![](http://images.sandbox.com/images/email/vistaprint_KIT_logo.gif) ![](http://images.sandbox.co,SpamAssasin,,1
